request_id,timestamp,lat,lon,status,passenger_rating
58,2026-08-18 14:14:53,-23.566895,-46.657254,COMPLETED,4.5
59,2026-08-18 16:41:12,-23.597420,-46.657953,COMPLETED,4.1
60,2026-08-18 05:25:37,-23.586252,-46.675846,CANCELLED,4.2
61,2026-08-18 05:31:01,-23.588777,-46.686390,COMPLETED,4.7
62,2026-08-18 08:59:54,-23.591692,-46.679379,CANCELLED,4.3
63,2026-08-18 17:42:20,-23.589615,-46.681100,COMPLETED,4.6
64,2026-08-18 03:45:33,-23.560886,-46.656088,CANCELLED,4.9
65,2026-08-18 21:02:31,-23.594240,-46.662799,COMPLETED,4.2
66,2026-08-18 21:34:32,-23.546476,-46.640385,COMPLETED,4.8
67,2026-08-18 18:52:06,-23.567114,-46.702037,COMPLETED,3.8
68,2026-08-18 01:43:50,-23.606086,-46.659208,CANCELLED,4.7
69,2026-08-18 20:51:59,-23.563827,-46.650624,COMPLETED,3.7
70,2026-08-18 10:28:21,-23.586321,-46.676710,CANCELLED,3.7
71,2026-08-18 11:24:01,-23.556973,-46.659471,NO_DRIVERS_AVAILABLE,4.1
72,2026-08-18 13:18:08,-23.590748,-46.674033,NO_DRIVERS_AVAILABLE,4.1
73,2026-08-18 12:29:20,-23.588766,-46.678578,COMPLETED,4.8
74,2026-08-18 10:50:37,-23.588627,-46.674160,NO_DRIVERS_AVAILABLE,3.9
75,2026-08-18 11:51:16,-23.584834,-46.678397,CANCELLED,3.9
76,2026-08-18 07:17:19,-23.562048,-46.702701,COMPLETED,3.8
77,2026-08-18 20:51:44,-23.584111,-46.683664,COMPLETED,4.9
78,2026-08-18 07:23:25,-23.584615,-46.682963,COMPLETED,4.5
79,2026-08-18 12:12:07,-23.587610,-46.676385,COMPLETED,5.0
80,2026-08-18 13:47:44,-23.566264,-46.659243,NO_DRIVERS_AVAILABLE,4.7
81,2026-08-18 06:54:59,-23.583903,-46.679115,NO_DRIVERS_AVAILABLE,4.8
82,2026-08-18 19:33:07,-23.562285,-46.655025,COMPLETED,3.9
83,2026-08-18 03:58:59,-23.564940,-46.658127,COMPLETED,4.4
84,2026-08-18 00:11:02,-23.602957,-46.659249,COMPLETED,4.9
85,2026-08-18 00:24:43,-23.599740,-46.665981,COMPLETED,4.2
86,2026-08-18 16:39:03,-23.600483,-46.657416,COMPLETED,4.0
87,2026-08-18 22:22:04,-23.568663,-46.700261,COMPLETED,4.9
88,2026-08-18 19:16:20,-23.583085,-46.675836,COMPLETED,3.7
89,2026-08-18 22:46:50,-23.558839,-46.654712,COMPLETED,3.9
90,2026-08-18 07:58:43,-23.547843,-46.635359,COMPLETED,3.9
91,2026-08-18 02:25:01,-23.558184,-46.653724,COMPLETED,4.5
92,2026-08-18 12:34:19,-23.588766,-46.679301,COMPLETED,3.5
93,2026-08-18 11:34:23,-23.549579,-46.632983,COMPLETED,4.4
94,2026-08-18 16:34:33,-23.588124,-46.674978,COMPLETED,4.7
95,2026-08-18 04:17:36,-23.568580,-46.695675,COMPLETED,4.4
96,2026-08-18 05:08:26,-23.541332,-46.579758,COMPLETED,4.8
97,2026-08-18 00:31:46,-23.557657,-46.654658,COMPLETED,4.5
98,2026-08-18 00:38:21,-23.583811,-46.669268,COMPLETED,3.6
99,2026-08-18 20:02:20,-23.565374,-46.700554,COMPLETED,3.8
100,2026-08-18 07:54:37,-23.569883,-46.699079,COMPLETED,4.3
101,2026-08-18 09:59:47,-23.585525,-46.676858,CANCELLED,5.0
102,2026-08-18 15:09:05,-23.552653,-46.637722,COMPLETED,4.9
103,2026-08-18 15:02:19,-23.588619,-46.681899,NO_DRIVERS_AVAILABLE,3.7
104,2026-08-18 02:32:54,-23.569421,-46.702964,NO_DRIVERS_AVAILABLE,3.8
105,2026-08-18 18:43:58,-23.600373,-46.670354,NO_DRIVERS_AVAILABLE,4.3
106,2026-08-18 08:40:30,-23.557889,-46.659989,COMPLETED,4.6
107,2026-08-18 10:30:04,-23.568723,-46.700706,COMPLETED,4.6
108,2026-08-18 10:18:49,-23.586538,-46.685390,NO_DRIVERS_AVAILABLE,3.9
109,2026-08-18 04:15:02,-23.546801,-46.643455,COMPLETED,4.5
110,2026-08-18 07:48:41,-23.559859,-46.658324,CANCELLED,4.7
111,2026-08-18 18:15:57,-23.584059,-46.682590,CANCELLED,4.5
112,2026-08-18 21:07:47,-23.552381,-46.639115,COMPLETED,3.9
113,2026-08-18 16:59:58,-23.562497,-46.658118,CANCELLED,4.4
114,2026-08-18 21:43:34,-23.564463,-46.652282,COMPLETED,4.6
115,2026-08-18 14:43:36,-23.542174,-46.577055,COMPLETED,3.6
116,2026-08-18 16:00:15,-23.587876,-46.688101,COMPLETED,3.7
117,2026-08-18 18:14:09,-23.568565,-46.706760,COMPLETED,4.8
118,2026-08-18 00:16:39,-23.538388,-46.575101,CANCELLED,4.4
119,2026-08-18 02:25:53,-23.598667,-46.666402,CANCELLED,4.1
120,2026-08-18 09:50:23,-23.539369,-46.576787,COMPLETED,4.4
121,2026-08-18 18:02:01,-23.552000,-46.641477,CANCELLED,3.9
122,2026-08-18 00:56:33,-23.563216,-46.706898,COMPLETED,3.7
123,2026-08-18 15:48:50,-23.583412,-46.678859,NO_DRIVERS_AVAILABLE,4.5
124,2026-08-18 01:06:50,-23.587525,-46.681980,COMPLETED,4.6
125,2026-08-18 19:15:39,-23.585742,-46.679683,COMPLETED,3.9
126,2026-08-18 07:18:32,-23.562450,-46.699558,COMPLETED,4.7
127,2026-08-18 01:27:00,-23.540069,-46.575402,CANCELLED,4.6
128,2026-08-18 10:26:06,-23.562981,-46.661181,NO_DRIVERS_AVAILABLE,3.9
129,2026-08-18 03:16:34,-23.586807,-46.682417,COMPLETED,4.4
130,2026-08-18 03:40:53,-23.590108,-46.674308,COMPLETED,4.2
131,2026-08-18 01:02:00,-23.563221,-46.656595,COMPLETED,4.6
132,2026-08-18 06:51:43,-23.565181,-46.702235,COMPLETED,4.5
133,2026-08-18 09:02:48,-23.583427,-46.671152,CANCELLED,4.1
134,2026-08-18 11:57:37,-23.570733,-46.695831,COMPLETED,3.5
135,2026-08-18 09:41:12,-23.561238,-46.653698,COMPLETED,5.0
136,2026-08-18 19:10:20,-23.608102,-46.664171,COMPLETED,3.7
137,2026-08-18 11:53:11,-23.607736,-46.663617,CANCELLED,3.7
138,2026-08-18 05:07:59,-23.567226,-46.658976,CANCELLED,3.5
139,2026-08-18 17:29:27,-23.585269,-46.673726,COMPLETED,4.0
140,2026-08-18 13:20:30,-23.584977,-46.677970,COMPLETED,3.9
141,2026-08-18 04:49:01,-23.586546,-46.680054,COMPLETED,4.4
142,2026-08-18 03:12:53,-23.539605,-46.580642,COMPLETED,4.5
143,2026-08-18 22:30:03,-23.591622,-46.674469,COMPLETED,4.3
144,2026-08-18 23:03:51,-23.547066,-46.630645,CANCELLED,4.7
145,2026-08-18 09:30:47,-23.557709,-46.659145,COMPLETED,4.9
146,2026-08-18 21:47:40,-23.568772,-46.702486,COMPLETED,4.2
147,2026-08-18 23:35:59,-23.584647,-46.673749,COMPLETED,4.4
148,2026-08-18 03:50:58,-23.586379,-46.676385,COMPLETED,3.8
149,2026-08-18 10:21:55,-23.570519,-46.698990,NO_DRIVERS_AVAILABLE,4.6
150,2026-08-18 18:49:28,-23.558748,-46.656020,NO_DRIVERS_AVAILABLE,4.7
151,2026-08-18 03:21:31,-23.536013,-46.582963,COMPLETED,4.3
152,2026-08-18 22:40:04,-23.558615,-46.654668,COMPLETED,4.2
153,2026-08-18 14:04:26,-23.594841,-46.665872,COMPLETED,4.9
154,2026-08-18 07:32:50,-23.602026,-46.662197,COMPLETED,3.6
155,2026-08-18 04:26:53,-23.600315,-46.661688,COMPLETED,4.2
156,2026-08-18 10:03:34,-23.547046,-46.632244,COMPLETED,4.9
157,2026-08-18 11:05:43,-23.598383,-46.658317,COMPLETED,4.2
158,2026-08-18 09:15:46,-23.561597,-46.655869,NO_DRIVERS_AVAILABLE,3.9
159,2026-08-18 12:39:55,-23.584462,-46.674055,CANCELLED,3.7
160,2026-08-18 10:39:36,-23.590059,-46.685176,COMPLETED,4.9
161,2026-08-18 10:42:03,-23.546200,-46.646973,COMPLETED,4.2
162,2026-08-18 16:15:50,-23.587723,-46.678105,CANCELLED,4.8
163,2026-08-18 12:07:14,-23.550985,-46.637853,COMPLETED,4.3
164,2026-08-18 07:28:51,-23.563795,-46.698462,COMPLETED,4.4
165,2026-08-18 21:30:13,-23.598171,-46.658375,COMPLETED,4.9
166,2026-08-18 12:37:11,-23.562559,-46.653013,COMPLETED,4.9
167,2026-08-18 02:44:39,-23.560505,-46.657552,CANCELLED,3.6
168,2026-08-18 09:29:16,-23.534510,-46.573682,COMPLETED,4.4
169,2026-08-18 15:18:32,-23.549945,-46.641762,COMPLETED,4.5
170,2026-08-18 12:58:15,-23.563590,-46.656633,COMPLETED,4.1
171,2026-08-18 14:33:29,-23.544360,-46.576197,CANCELLED,4.4
172,2026-08-18 19:25:35,-23.568953,-46.655126,COMPLETED,3.9
173,2026-08-18 01:37:41,-23.561492,-46.657745,COMPLETED,3.9
174,2026-08-18 08:35:03,-23.562235,-46.653403,CANCELLED,4.5
175,2026-08-18 04:38:10,-23.595081,-46.666514,COMPLETED,4.5
176,2026-08-18 07:32:10,-23.550985,-46.637248,COMPLETED,4.4
177,2026-08-18 12:34:18,-23.566290,-46.700188,CANCELLED,4.2
178,2026-08-18 21:49:16,-23.564216,-46.658933,NO_DRIVERS_AVAILABLE,4.1
179,2026-08-18 02:04:03,-23.601915,-46.664897,COMPLETED,3.8
180,2026-08-18 21:18:11,-23.553830,-46.638623,NO_DRIVERS_AVAILABLE,3.5
181,2026-08-18 12:58:09,-23.599746,-46.661782,COMPLETED,3.8
182,2026-08-18 11:53:54,-23.540973,-46.578200,COMPLETED,3.7
183,2026-08-18 01:09:15,-23.576705,-46.704811,COMPLETED,5.0
184,2026-08-18 07:05:47,-23.544483,-46.639885,COMPLETED,4.4
185,2026-08-18 09:25:00,-23.590128,-46.678115,CANCELLED,4.1
186,2026-08-18 01:21:14,-23.539901,-46.576798,COMPLETED,3.9
187,2026-08-18 17:42:22,-23.541122,-46.579049,COMPLETED,3.6
188,2026-08-18 17:01:55,-23.587048,-46.675700,COMPLETED,4.5
189,2026-08-18 11:08:24,-23.600095,-46.660062,COMPLETED,4.6
190,2026-08-18 13:35:09,-23.535115,-46.576673,COMPLETED,4.1
191,2026-08-18 16:47:16,-23.528638,-46.570593,COMPLETED,4.6
192,2026-08-18 09:26:33,-23.587371,-46.683162,NO_DRIVERS_AVAILABLE,3.8
193,2026-08-18 19:31:03,-23.558810,-46.704590,COMPLETED,3.5
194,2026-08-18 21:46:29,-23.597400,-46.661370,COMPLETED,3.6
195,2026-08-18 20:46:03,-23.539925,-46.574310,CANCELLED,4.9
196,2026-08-18 14:55:57,-23.585244,-46.683011,COMPLETED,5.0
197,2026-08-18 23:29:41,-23.564260,-46.652367,COMPLETED,4.6
198,2026-08-18 23:07:57,-23.539063,-46.580724,COMPLETED,3.9
199,2026-08-18 02:59:52,-23.603431,-46.662113,COMPLETED,4.1
200,2026-08-18 10:14:22,-23.583198,-46.683003,CANCELLED,3.8
201,2026-08-18 08:47:33,-23.553871,-46.653825,CANCELLED,4.6
202,2026-08-18 01:25:18,-23.564433,-46.656069,COMPLETED,4.3
203,2026-08-18 04:11:21,-23.543670,-46.630350,NO_DRIVERS_AVAILABLE,4.0
204,2026-08-18 02:05:49,-23.540066,-46.573046,COMPLETED,3.6
205,2026-08-18 10:59:48,-23.558114,-46.655515,COMPLETED,4.7
206,2026-08-18 01:38:06,-23.564731,-46.659588,COMPLETED,4.5
207,2026-08-18 15:24:13,-23.591811,-46.679846,NO_DRIVERS_AVAILABLE,4.3
208,2026-08-18 14:17:33,-23.590982,-46.680854,CANCELLED,4.5
209,2026-08-18 06:28:51,-23.566007,-46.701863,CANCELLED,4.4
210,2026-08-18 18:28:02,-23.593306,-46.669677,COMPLETED,4.4
211,2026-08-18 22:17:14,-23.594612,-46.685149,COMPLETED,4.5
212,2026-08-18 09:53:50,-23.560114,-46.662104,COMPLETED,4.8
213,2026-08-18 06:50:34,-23.532943,-46.570574,COMPLETED,4.1
214,2026-08-18 07:43:55,-23.565350,-46.696226,CANCELLED,4.7
215,2026-08-18 09:24:30,-23.563033,-46.656774,COMPLETED,3.6
216,2026-08-18 02:53:45,-23.566209,-46.699115,COMPLETED,3.5
217,2026-08-18 10:52:15,-23.587692,-46.685641,CANCELLED,4.3
218,2026-08-18 07:04:35,-23.559320,-46.655272,COMPLETED,4.8
219,2026-08-18 17:57:27,-23.556528,-46.656826,COMPLETED,3.7
220,2026-08-18 06:40:06,-23.543625,-46.652951,CANCELLED,4.1
221,2026-08-18 16:27:12,-23.571088,-46.707654,CANCELLED,3.5
222,2026-08-18 06:13:23,-23.584267,-46.672052,CANCELLED,3.7
223,2026-08-18 08:50:22,-23.594910,-46.667266,COMPLETED,4.4
224,2026-08-18 00:51:10,-23.561537,-46.659123,COMPLETED,4.2
225,2026-08-18 15:50:54,-23.547534,-46.573327,COMPLETED,4.8
226,2026-08-18 01:55:29,-23.565046,-46.703703,COMPLETED,4.5
227,2026-08-18 03:35:46,-23.565496,-46.658417,COMPLETED,4.1
228,2026-08-18 21:12:25,-23.586964,-46.673635,COMPLETED,4.2
229,2026-08-18 05:09:24,-23.593114,-46.685204,COMPLETED,4.5
230,2026-08-18 02:20:48,-23.606267,-46.656913,COMPLETED,4.1
231,2026-08-18 04:44:57,-23.585618,-46.675973,COMPLETED,4.9
232,2026-08-18 02:30:12,-23.555837,-46.660023,CANCELLED,3.9
233,2026-08-18 08:32:26,-23.569546,-46.706934,COMPLETED,4.1
234,2026-08-18 03:54:43,-23.586023,-46.680434,COMPLETED,4.8
235,2026-08-18 04:14:22,-23.561733,-46.658385,COMPLETED,3.6
236,2026-08-18 00:51:19,-23.550799,-46.642350,NO_DRIVERS_AVAILABLE,3.8
237,2026-08-18 16:48:49,-23.562953,-46.695845,COMPLETED,3.7
238,2026-08-18 05:37:01,-23.599343,-46.664302,COMPLETED,4.4
239,2026-08-18 11:27:12,-23.537649,-46.573361,COMPLETED,4.3
240,2026-08-18 19:18:06,-23.567504,-46.704465,CANCELLED,3.6
241,2026-08-18 14:48:29,-23.600478,-46.658361,COMPLETED,3.6
242,2026-08-18 22:11:06,-23.563995,-46.655715,CANCELLED,3.7
243,2026-08-18 14:10:22,-23.558981,-46.651283,CANCELLED,3.7
244,2026-08-18 00:44:04,-23.598116,-46.665989,COMPLETED,3.8
245,2026-08-18 05:22:28,-23.568502,-46.705224,CANCELLED,4.5
246,2026-08-18 15:03:13,-23.539831,-46.575029,CANCELLED,4.5
247,2026-08-18 02:44:03,-23.560580,-46.705276,COMPLETED,4.5
248,2026-08-18 19:37:53,-23.539484,-46.581932,CANCELLED,5.0
249,2026-08-18 09:06:56,-23.587055,-46.684533,CANCELLED,3.9
250,2026-08-18 14:12:19,-23.583096,-46.673472,COMPLETED,3.8
251,2026-08-18 16:23:36,-23.585839,-46.684214,COMPLETED,4.5
252,2026-08-18 12:30:54,-23.586340,-46.679633,COMPLETED,4.6
253,2026-08-18 18:43:05,-23.566920,-46.701710,COMPLETED,4.2
254,2026-08-18 17:50:03,-23.567482,-46.701414,CANCELLED,4.8
255,2026-08-18 02:11:04,-23.558024,-46.657727,COMPLETED,4.2
256,2026-08-18 04:46:11,-23.544809,-46.633833,COMPLETED,3.6
257,2026-08-18 02:30:24,-23.597483,-46.663038,CANCELLED,4.8
258,2026-08-18 09:06:50,-23.575976,-46.703991,COMPLETED,3.7
259,2026-08-18 00:59:16,-23.559185,-46.656434,COMPLETED,3.7
260,2026-08-18 10:20:13,-23.568943,-46.700738,CANCELLED,3.6
261,2026-08-18 12:33:11,-23.592200,-46.665758,CANCELLED,4.2
262,2026-08-18 12:45:42,-23.539063,-46.576677,CANCELLED,4.2
263,2026-08-18 10:28:15,-23.598676,-46.667058,COMPLETED,4.8
264,2026-08-18 08:23:26,-23.571354,-46.709378,CANCELLED,4.5
265,2026-08-18 04:52:37,-23.595578,-46.683570,COMPLETED,5.0
266,2026-08-18 20:46:27,-23.538230,-46.581028,COMPLETED,3.7
267,2026-08-18 20:36:45,-23.566243,-46.652595,COMPLETED,4.7
268,2026-08-18 07:14:41,-23.560459,-46.700743,COMPLETED,4.3
269,2026-08-18 03:56:26,-23.556841,-46.654137,NO_DRIVERS_AVAILABLE,3.7
270,2026-08-18 23:24:26,-23.564605,-46.695108,CANCELLED,4.1
271,2026-08-18 22:23:48,-23.559963,-46.657170,COMPLETED,3.5
272,2026-08-18 21:58:17,-23.559182,-46.664452,COMPLETED,4.0
273,2026-08-18 21:35:25,-23.561254,-46.655313,NO_DRIVERS_AVAILABLE,4.0
274,2026-08-18 10:49:21,-23.590484,-46.682799,COMPLETED,3.6
275,2026-08-18 02:03:07,-23.585902,-46.674575,CANCELLED,4.8
276,2026-08-18 16:17:44,-23.585465,-46.681524,COMPLETED,4.3
277,2026-08-18 07:19:04,-23.565839,-46.708618,COMPLETED,3.9
278,2026-08-18 01:49:26,-23.542073,-46.576130,COMPLETED,3.9
279,2026-08-18 02:52:31,-23.592103,-46.686792,CANCELLED,3.7
280,2026-08-18 09:48:36,-23.587091,-46.678035,COMPLETED,4.4
281,2026-08-18 08:05:09,-23.539493,-46.577093,COMPLETED,4.2
282,2026-08-18 14:12:08,-23.546657,-46.570793,COMPLETED,3.9
283,2026-08-18 14:32:41,-23.563980,-46.699027,COMPLETED,4.7
284,2026-08-18 22:29:32,-23.589365,-46.677016,NO_DRIVERS_AVAILABLE,4.7
285,2026-08-18 03:58:16,-23.555874,-46.636361,COMPLETED,4.4
286,2026-08-18 09:01:05,-23.585869,-46.681535,COMPLETED,4.5
287,2026-08-18 09:05:53,-23.586460,-46.678992,COMPLETED,4.7
288,2026-08-18 00:54:33,-23.538722,-46.577214,COMPLETED,4.3
289,2026-08-18 04:10:13,-23.568050,-46.700569,COMPLETED,4.7
290,2026-08-18 12:56:21,-23.564608,-46.657136,COMPLETED,4.2
291,2026-08-18 13:39:34,-23.540981,-46.572169,COMPLETED,4.4
292,2026-08-18 04:05:57,-23.558159,-46.651636,NO_DRIVERS_AVAILABLE,4.9
293,2026-08-18 14:37:32,-23.558001,-46.658076,COMPLETED,3.5
294,2026-08-18 23:36:42,-23.585072,-46.679363,COMPLETED,3.5
295,2026-08-18 23:38:55,-23.551464,-46.643079,CANCELLED,3.7
296,2026-08-18 05:28:39,-23.547834,-46.635845,COMPLETED,3.9
297,2026-08-18 06:57:27,-23.570065,-46.708853,COMPLETED,4.7
298,2026-08-18 22:36:58,-23.582720,-46.675745,NO_DRIVERS_AVAILABLE,4.5
299,2026-08-18 20:25:15,-23.548572,-46.639078,COMPLETED,4.6
300,2026-08-18 20:32:27,-23.597525,-46.659960,COMPLETED,4.2
301,2026-08-18 21:05:32,-23.586834,-46.676323,COMPLETED,3.8
302,2026-08-18 06:24:52,-23.600421,-46.662677,NO_DRIVERS_AVAILABLE,5.0
303,2026-08-18 05:53:28,-23.579343,-46.682454,COMPLETED,3.8
304,2026-08-18 03:22:12,-23.542697,-46.635847,COMPLETED,4.0
305,2026-08-18 22:45:16,-23.547204,-46.638027,CANCELLED,4.2
306,2026-08-18 18:38:01,-23.589013,-46.674344,CANCELLED,3.7
307,2026-08-18 18:24:45,-23.586154,-46.684705,CANCELLED,3.9
308,2026-08-18 21:12:00,-23.561644,-46.657162,COMPLETED,4.4
309,2026-08-18 19:29:09,-23.540099,-46.575058,COMPLETED,4.1
310,2026-08-18 11:56:27,-23.559167,-46.657814,CANCELLED,3.7
311,2026-08-18 17:16:09,-23.546711,-46.635952,COMPLETED,3.8
312,2026-08-18 23:05:44,-23.543210,-46.576176,NO_DRIVERS_AVAILABLE,5.0
313,2026-08-18 14:03:10,-23.588978,-46.683713,COMPLETED,4.5
314,2026-08-18 20:01:18,-23.549746,-46.638857,CANCELLED,4.6
315,2026-08-18 16:01:05,-23.571776,-46.704424,COMPLETED,3.8
316,2026-08-18 23:14:02,-23.589048,-46.681313,COMPLETED,4.2
317,2026-08-18 16:20:58,-23.563211,-46.698949,COMPLETED,3.6
318,2026-08-18 03:25:07,-23.590167,-46.677916,COMPLETED,4.7
319,2026-08-18 00:19:58,-23.592491,-46.683741,COMPLETED,3.8
320,2026-08-18 18:40:12,-23.583327,-46.680649,COMPLETED,4.0
321,2026-08-18 21:35:40,-23.542391,-46.575578,COMPLETED,4.8
322,2026-08-18 00:48:03,-23.543698,-46.574026,COMPLETED,5.0
323,2026-08-18 03:31:29,-23.590625,-46.680481,COMPLETED,4.8
324,2026-08-18 21:38:26,-23.565070,-46.708869,COMPLETED,3.7
325,2026-08-17 23:50:51,-23.546824,-46.635710,COMPLETED,4.1
326,2026-08-18 10:13:31,-23.592712,-46.658014,COMPLETED,4.9
327,2026-08-18 00:24:21,-23.562481,-46.657620,COMPLETED,4.7
328,2026-08-18 15:52:51,-23.577976,-46.701526,COMPLETED,3.9
329,2026-08-18 00:52:11,-23.561383,-46.658343,CANCELLED,4.0
330,2026-08-17 23:50:22,-23.588128,-46.676033,COMPLETED,3.8
331,2026-08-18 23:04:37,-23.588137,-46.674386,COMPLETED,4.7
332,2026-08-18 16:42:04,-23.554094,-46.639161,COMPLETED,3.6
333,2026-08-18 20:16:08,-23.562308,-46.644733,COMPLETED,4.2
334,2026-08-18 09:53:31,-23.550412,-46.648322,CANCELLED,4.2
335,2026-08-18 09:01:47,-23.538800,-46.572713,COMPLETED,4.4
336,2026-08-18 18:11:10,-23.564179,-46.698476,COMPLETED,4.1
337,2026-08-18 13:18:13,-23.543154,-46.574987,CANCELLED,4.5
338,2026-08-18 17:36:36,-23.561033,-46.659144,COMPLETED,4.4
339,2026-08-18 14:14:23,-23.582815,-46.673088,COMPLETED,3.9
340,2026-08-18 05:41:59,-23.571029,-46.696927,COMPLETED,4.6
341,2026-08-18 19:05:11,-23.565982,-46.646181,COMPLETED,4.6
342,2026-08-18 17:46:48,-23.595358,-46.665283,COMPLETED,4.6
343,2026-08-18 07:12:35,-23.592760,-46.682990,COMPLETED,4.9
344,2026-08-18 19:36:52,-23.564180,-46.701697,COMPLETED,4.8
345,2026-08-18 19:09:27,-23.567110,-46.705851,COMPLETED,4.3
346,2026-08-18 18:15:33,-23.546569,-46.632341,COMPLETED,4.9
347,2026-08-18 19:56:50,-23.589241,-46.678969,COMPLETED,4.7
348,2026-08-18 11:04:16,-23.549836,-46.641874,COMPLETED,4.7
349,2026-08-18 01:46:28,-23.582818,-46.675650,CANCELLED,3.7
350,2026-08-18 00:44:00,-23.561793,-46.654722,NO_DRIVERS_AVAILABLE,3.6
351,2026-08-18 06:05:37,-23.586626,-46.678856,COMPLETED,4.9
352,2026-08-18 16:33:00,-23.598618,-46.661860,NO_DRIVERS_AVAILABLE,3.8
353,2026-08-18 09:08:31,-23.590061,-46.681585,COMPLETED,4.7
354,2026-08-18 14:22:23,-23.541447,-46.639142,COMPLETED,3.6
355,2026-08-18 22:12:52,-23.568317,-46.700330,CANCELLED,4.7
356,2026-08-18 06:52:37,-23.565261,-46.657237,CANCELLED,4.7
